input_sparse,output_sparse,num_images,num_points,num_observations,optimize_shared_intrinsics,shared_camera_model,shared_intrinsics_before,shared_intrinsics_after,mean_before,median_before,p90_before,mean_after,median_after,p90_after,prune_reproj_error_px,pruned_points,time_sec,success,message
data/human2_vggt_official_ba/sparse,data/human2_vggt_official_ba/sparse_self_ba_intrinsics_pruned,16,9068,57539,True,SIMPLE_PINHOLE,"[1846.4277440447484, 1024.0, 1024.0]","[1842.285892442456, 1023.9366189336785, 1023.7758751644423]",1.6617845932489925,1.3293680891253596,3.3123080427616687,1.6223661265880394,1.23437468540399,3.322400828105169,8.0,225,37.3283166885376,True,`ftol` termination condition is satisfied.
