input_sparse,output_sparse,num_images,num_points,num_observations,optimize_shared_intrinsics,shared_camera_model,shared_intrinsics_before,shared_intrinsics_after,mean_before,median_before,p90_before,mean_after,median_after,p90_after,prune_reproj_error_px,pruned_points,time_sec,success,message
data/scene3_vggt_official_ba_24/sparse,data/scene3_vggt_official_ba_24/sparse_self_ba_intrinsics_pruned,24,12000,85033,True,SIMPLE_PINHOLE,"[692.559710095867, 640.0, 360.0]","[693.7345786459567, 637.5890598666441, 358.9047085609102]",0.6395148139692356,0.5239576522039958,1.2168094945169527,0.633189552392147,0.5150211223727339,1.1986746782006428,8.0,6,31.971572875976562,True,Both `ftol` and `xtol` termination conditions are satisfied.
