input_sparse,output_sparse,num_images,num_points,num_observations,optimize_shared_intrinsics,shared_camera_model,shared_intrinsics_before,shared_intrinsics_after,mean_before,median_before,p90_before,mean_after,median_after,p90_after,prune_reproj_error_px,pruned_points,time_sec,success,message
data/human1_vggt_official_ba/sparse,data/human1_vggt_official_ba/sparse_self_ba_intrinsics_pruned,16,9360,43942,True,SIMPLE_PINHOLE,"[1847.071893438243, 1024.0, 1024.0]","[1846.0243385199997, 1024.0567216507363, 1023.998831341974]",1.3741628919783124,1.0450394880450413,2.824347928503809,1.3380887330833362,0.9780103142653949,2.7438208716170753,8.0,173,25.014174222946167,True,`ftol` termination condition is satisfied.
