input_sparse,output_sparse,num_images,num_points,num_observations,mean_before,median_before,p90_before,mean_after,median_after,p90_after,time_sec,success,message
data/human1_vggt_4/sparse,data/human1_vggt_4/sparse_self_ba_smoke,4,200,439,1.7079686990202254,0.9785844441387054,4.195626585551448,1.7079686990202254,0.9785844441387054,4.195626585551448,0.12532687187194824,False,The maximum number of function evaluations is exceeded.
