input_sparse,output_sparse,num_images,num_points,num_observations,mean_before,median_before,p90_before,mean_after,median_after,p90_after,time_sec,success,message
data/human1_vggt_16_track_init_5/sparse,data/human1_vggt_16_track_init_5/sparse_self_ba_softl1_12000,16,12000,61251,7.805576091858344,8.150802556250115,13.832719660379992,1.5001285598711842,1.152418889430144,3.051237133481463,25.70850658416748,True,`ftol` termination condition is satisfied.
