input_sparse,output_sparse,num_images,num_points,num_observations,mean_before,median_before,p90_before,mean_after,median_after,p90_after,time_sec,success,message
data/human1_vggt_16_track_init_3/sparse,data/human1_vggt_16_track_init_3/sparse_self_ba_softl1,16,8000,47219,7.819794653060505,8.106682295592565,13.697446743567076,1.5625665086619724,1.2289834678499647,3.104174244469521,12.615851402282715,True,`ftol` termination condition is satisfied.
