input_sparse,output_sparse,num_images,num_points,num_observations,mean_before,median_before,p90_before,mean_after,median_after,p90_after,time_sec,success,message
data/human1_vggt_16_track_init_3/sparse,data/human1_vggt_16_track_init_3/sparse_self_ba_linear,16,8000,47219,7.819794653060505,8.106682295592565,13.697446743567076,1.5689393553558069,1.2368219940657104,3.124801462322255,10.755234479904175,True,`ftol` termination condition is satisfied.
