input_sparse,output_sparse,num_images,num_points,num_observations,mean_before,median_before,p90_before,mean_after,median_after,p90_after,time_sec,success,message
data/human1_vggt_16_track_init_5/sparse,data/human1_vggt_16_track_init_5/sparse_self_ba_softl1,16,8000,49259,7.746865364917667,7.939921116752784,13.642666263633338,1.6136907583826976,1.259687100045433,3.233421726322083,13.327204942703247,True,`ftol` termination condition is satisfied.
