sparse_dir,image_dir,mask_dir,points3D,tracked_observations,foreground_point_ratio,foreground_observation_ratio,background_dominated_points,mask_dilate
data/human2_vggt_mask_black_q16_self_ba/sparse_self_ba,data/human2_vggt_mask_black_q16_self_ba/images,data/human2/masks,11616,103075,0.998020,0.996430,23,3
